group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,944,7833,1355,345,0.7323506594259116,0.1474749673487157,0.26764934057408846,0.21943304381025103
F,2539,186,1974,294,85,0.6863468634686347,0.12962962962962962,0.31365313653136534,0.18905080740448996
