group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,926,7825,1363,363,0.7183863460046548,0.14834566826295167,0.2816136539953452,0.21847857211033692
F,2539,194,1977,291,77,0.7158671586715867,0.1283068783068783,0.28413284132841327,0.19102008664828674
