group,FPR_Case_5,FPR_Case_5.1,FPR_Case_5.2,FPR_Case_5.3,support_ref
2,0.17095638038471958,0.16391221891086427,0.16743429964779194,0.16526686534814414,4237
3,0.15116696588868941,0.1464991023339318,0.15152603231597844,0.14542190305206462,3210
1,0.1660919540229885,0.16839080459770114,0.17758620689655172,0.1793103448275862,2012
4,0.10953846153846154,0.11384615384615385,0.13846153846153847,0.1286153846153846,1813
5,0.07314148681055156,0.08752997601918465,0.12709832134292565,0.11031175059952038,908
0,0.12007874015748031,0.15748031496062992,0.18110236220472442,0.16535433070866143,557
6,0.029304029304029304,0.03663003663003663,0.10622710622710622,0.08791208791208792,279
