group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,993,7689,1499,296,0.7703646237393328,0.163147583804963,0.22963537626066718,0.23785434761859311
F,2539,201,1943,325,70,0.7416974169741697,0.14329805996472664,0.25830258302583026,0.20716817644742025
