case,attribute,accuracy,f1,roc_auc,TPR_gap,FPR_gap,FNR_gap,SelectionRate_gap,EO_gap_max
Debiased-2,Perceived_Race,0.8269053472649047,0.5143349859883596,0.8841372732685145,0.33333333333333337,0.050763576970191904,0.3333333333333333,0.09418367346938775,0.33333333333333337
Debiased-1,Perceived_Race,0.8317455439459127,0.5216251638269986,0.8853748399674114,0.375,0.06185958254269448,0.375,0.1076415071392085,0.375
Baseline,Perceived_Race,0.8443454210202828,0.5277389277389278,0.8856160079591033,0.4107142857142857,0.10410409325020331,0.4107142857142857,0.16119927416694158,0.4107142857142857
Baseline,Race_Sex_intersection,0.8443454210202828,0.5277389277389278,0.8856160079591033,0.5038759689922481,0.1844380403458213,0.5038759689922481,0.24596523898199874,0.5038759689922481
Debiased-2,Race_Sex_intersection,0.8269053472649047,0.5143349859883596,0.8841372732685145,0.5238095238095238,0.14428419803958295,0.5238095238095238,0.19571984435797665,0.5238095238095238
Debiased-1,Race_Sex_intersection,0.8317455439459127,0.5216251638269986,0.8853748399674114,0.6666666666666667,0.10588093149802208,0.6666666666666666,0.18241775294847917,0.6666666666666667
Debiased-1,Sex,0.8317455439459127,0.5216251638269986,0.8853748399674114,0.0286672067651631,0.01984952384023636,0.028667206765163072,0.030686171171172866,0.0286672067651631
Baseline,Sex,0.8443454210202828,0.5277389277389278,0.8856160079591033,0.06988454678961065,0.0364838271528157,0.06988454678961065,0.04968117299496941,0.06988454678961065
Debiased-2,Sex,0.8269053472649047,0.5143349859883596,0.8841372732685145,0.07701556456992031,0.03429402203165083,0.07701556456992034,0.04874102400941796,0.07701556456992031
