group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,1003,7613,1575,286,0.7781225756400311,0.17141924249020463,0.22187742435996896,0.24606280423785434
F,2539,190,1957,311,81,0.7011070110701108,0.1371252204585538,0.2988929889298893,0.19732178022843638
