group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,465,8954,234,824,0.360744763382467,0.02546800174140183,0.6392552366175329,0.06671757182399542
F,2539,81,2214,54,190,0.2988929889298893,0.023809523809523808,0.7011070110701108,0.0531705395825128
