group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
White,5501,528,4086,692,195,0.7302904564315352,0.14483047300125576,0.2697095435684647,0.22177785857116888
Black,3464,366,2485,490,123,0.7484662576687117,0.16470588235294117,0.25153374233128833,0.2471131639722864
Unknown or Legacy,1135,72,873,154,36,0.6666666666666666,0.14995131450827653,0.3333333333333333,0.19911894273127753
East/Southeast Asian,839,35,713,62,29,0.546875,0.08,0.453125,0.11561382598331346
South Asian,712,32,611,52,17,0.6530612244897959,0.0784313725490196,0.3469387755102041,0.11797752808988764
Middle-Eastern,623,19,543,33,28,0.40425531914893614,0.057291666666666664,0.5957446808510638,0.08346709470304976
Indigenous,392,41,299,37,15,0.7321428571428571,0.11011904761904762,0.26785714285714285,0.1989795918367347
Latino,350,10,300,26,14,0.4166666666666667,0.07975460122699386,0.5833333333333334,0.10285714285714286
