group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,438,8977,211,851,0.33979829325058186,0.022964736612973442,0.6602017067494181,0.06194521332442493
F,2539,77,2224,44,194,0.28413284132841327,0.019400352733686066,0.7158671586715867,0.04765655769988184
