group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
White,5501,42,4754,24,681,0.058091286307053944,0.0050230221850146506,0.941908713692946,0.011997818578440284
Black,3464,41,2951,24,448,0.08384458077709611,0.008067226890756302,0.9161554192229039,0.018764434180138567
Unknown or Legacy,1135,5,1026,1,103,0.046296296296296294,0.0009737098344693282,0.9537037037037037,0.0052863436123348016
East/Southeast Asian,839,5,772,3,59,0.078125,0.003870967741935484,0.921875,0.009535160905840286
South Asian,712,4,663,0,45,0.08163265306122448,0.0,0.9183673469387755,0.0056179775280898875
Middle-Eastern,623,0,572,4,47,0.0,0.006944444444444444,1.0,0.006420545746388443
Indigenous,392,1,335,1,55,0.017857142857142856,0.002976190476190476,0.9821428571428571,0.00510204081632653
Latino,350,1,324,2,23,0.041666666666666664,0.006134969325153374,0.9583333333333334,0.008571428571428572
