group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
White,5501,245,4671,107,478,0.338865836791148,0.02239430724152365,0.661134163208852,0.06398836575168151
Black,3464,184,2877,98,305,0.37627811860940696,0.03294117647058824,0.623721881390593,0.08140877598152425
Unknown or Legacy,1135,30,1009,18,78,0.2777777777777778,0.017526777020447908,0.7222222222222222,0.04229074889867841
East/Southeast Asian,839,11,764,11,53,0.171875,0.014193548387096775,0.828125,0.026221692491060787
South Asian,712,8,659,4,41,0.16326530612244897,0.006033182503770739,0.8367346938775511,0.016853932584269662
Middle-Eastern,623,9,572,4,38,0.19148936170212766,0.006944444444444444,0.8085106382978723,0.02086677367576244
Indigenous,392,23,330,6,33,0.4107142857142857,0.017857142857142856,0.5892857142857143,0.07397959183673469
Latino,350,5,319,7,19,0.20833333333333334,0.02147239263803681,0.7916666666666666,0.03428571428571429
