group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,484,8955,233,805,0.37548487199379366,0.025359164127122334,0.6245151280062063,0.0684356208838408
F,2539,86,2206,62,185,0.3173431734317343,0.027336860670194002,0.6826568265682657,0.0582906656163844
