group,count,TP,TN,FP,FN,TPR,FPR,FNR,SelectionRate
M,10477,949,7846,1342,340,0.7362296353762606,0.14606007836308227,0.2637703646237393,0.21866946645031976
F,2539,154,2064,204,117,0.5682656826568265,0.08994708994708994,0.4317343173431734,0.14100039385584875
